Employee ID,Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition,dataset_type
66132,44,Female,8,Finance,6979,Excellent,High,Below Average,1,No,46,High School,Married,2,Mid,Medium,16,Yes,No,No,Good,Low,Stayed,train
64541,24,Male,15,Media,6403,Good,Very High,Average,0,No,66,High School,Married,5,Entry,Medium,86,No,No,No,Good,Medium,Left,train
2913,50,Female,19,Technology,9318,Fair,High,Average,2,No,45,High School,Single,3,Mid,Medium,35,No,No,Yes,Good,Very High,Left,train
57909,50,Male,23,Healthcare,8570,Poor,Medium,Average,1,No,73,High School,Single,2,Entry,Small,41,No,No,Yes,Fair,High,Left,train
1094,49,Male,15,Education,4786,Poor,Medium,High,0,No,8,PhD,Divorced,0,Mid,Large,61,Yes,Yes,No,Good,Medium,Stayed,train
56556,59,Male,15,Technology,8440,Fair,High,High,1,No,68,Associate Degree,Married,5,Entry,Medium,45,No,No,No,Good,Low,Left,train
24290,42,Male,14,Technology,8676,Fair,High,Average,0,No,24,Associate Degree,Divorced,1,Senior,Medium,73,Yes,No,No,Fair,High,Stayed,train
66530,19,Male,3,Media,5930,Good,Medium,High,2,No,42,Associate Degree,Single,4,Entry,Large,31,No,No,No,Excellent,Medium,Left,train
13782,28,Male,15,Healthcare,7849,Poor,High,Average,2,No,47,High School,Divorced,0,Mid,Medium,65,No,No,No,Fair,Medium,Left,train
49622,52,Male,13,Healthcare,7870,Good,Low,Average,1,No,36,High School,Single,5,Mid,Large,28,No,No,Yes,Good,Low,Stayed,train
44955,30,Male,4,Healthcare,6291,Good,High,High,1,No,25,High School,Married,0,Entry,Small,23,No,No,No,Good,Medium,Left,train
46052,42,Female,32,Education,5256,Fair,Low,Average,0,Yes,8,Bachelor’s Degree,Married,2,Entry,Small,84,Yes,No,No,Good,Medium,Left,train
73260,30,Female,9,Media,6690,Excellent,High,Average,0,No,41,Bachelor’s Degree,Single,4,Entry,Small,22,Yes,No,No,Poor,Low,Stayed,train
1028,57,Female,29,Healthcare,8400,Excellent,High,Average,0,No,43,Associate Degree,Single,3,Mid,Medium,33,No,No,No,Poor,High,Left,train
36100,33,Male,13,Education,3434,Fair,High,Average,2,No,75,Master’s Degree,Married,0,Mid,Medium,61,No,No,Yes,Fair,High,Left,train
3238,58,Male,17,Healthcare,8559,Fair,High,Low,0,No,52,Master’s Degree,Married,3,Mid,Small,76,Yes,No,No,Poor,Medium,Stayed,train
42384,59,Female,15,Education,2433,Poor,Medium,Below Average,0,No,4,High School,Single,2,Entry,Medium,72,Yes,No,No,Fair,Low,Stayed,train
23887,24,Female,2,Media,5971,Fair,Medium,Average,3,No,11,Bachelor’s Degree,Single,5,Mid,Medium,48,No,No,Yes,Good,High,Stayed,train
71249,49,Male,15,Technology,10409,Fair,High,Average,1,No,8,Bachelor’s Degree,Single,1,Senior,Large,38,No,No,No,Fair,Low,Left,train
33022,45,Male,19,Healthcare,9738,Good,Very High,Average,0,No,79,High School,Single,1,Mid,Small,55,No,No,No,Poor,Low,Left,train
54630,43,Male,14,Technology,8817,Excellent,Very High,Average,4,No,18,PhD,Divorced,3,Entry,Medium,52,No,No,No,Excellent,Medium,Stayed,train
15271,48,Male,31,Healthcare,10066,Good,High,High,0,No,79,High School,Single,2,Entry,Medium,34,No,No,No,Good,Low,Left,train
34564,35,Female,14,Media,5777,Fair,High,Average,2,No,83,Associate Degree,Married,0,Entry,Small,57,Yes,No,No,Good,Low,Stayed,train
27015,54,Female,22,Education,5576,Fair,Very High,Low,0,Yes,66,High School,Married,1,Mid,Medium,49,Yes,Yes,No,Good,Low,Left,train
62221,40,Male,29,Healthcare,8537,Excellent,Low,Average,4,No,73,Associate Degree,Married,2,Entry,Medium,33,No,No,No,Excellent,High,Stayed,train
51984,23,Male,12,Finance,10443,Good,Very High,Average,2,No,3,Bachelor’s Degree,Divorced,1,Entry,Medium,91,No,No,No,Poor,Low,Left,train
334,19,Male,2,Finance,10274,Good,Low,High,1,No,60,Bachelor’s Degree,Married,0,Entry,Large,30,No,No,No,Good,Low,Stayed,train
31929,38,Female,6,Education,4815,Excellent,Low,High,0,No,69,Bachelor’s Degree,Single,1,Mid,Small,48,No,No,Yes,Fair,Low,Left,train
52831,58,Female,49,Media,6846,Fair,High,Average,2,No,77,PhD,Single,4,Senior,Small,60,No,No,Yes,Fair,High,Stayed,train
43274,51,Male,16,Education,3306,Good,High,Below Average,2,No,42,Bachelor’s Degree,Married,0,Senior,Medium,89,Yes,No,No,Good,Medium,Stayed,train
50345,53,Female,18,Education,3878,Fair,Low,Below Average,0,No,11,Associate Degree,Married,4,Entry,Medium,88,Yes,No,No,Good,High,Left,train
39861,58,Female,25,Healthcare,7602,Good,High,High,2,No,48,Associate Degree,Married,0,Mid,Medium,49,No,No,Yes,Good,Medium,Left,train
74453,29,Female,9,Finance,8687,Good,High,High,0,No,36,Master’s Degree,Married,2,Entry,Medium,43,Yes,No,No,Good,Medium,Stayed,train
38943,47,Male,23,Education,4285,Poor,Very High,Average,3,No,52,Associate Degree,Married,0,Entry,Large,44,Yes,No,Yes,Poor,High,Stayed,train
34788,19,Male,7,Education,3437,Fair,Very High,Average,3,No,58,High School,Married,3,Mid,Medium,57,No,No,No,Fair,Low,Stayed,train
66072,36,Female,9,Education,3090,Good,Very High,Average,0,Yes,76,Bachelor’s Degree,Married,0,Entry,Small,21,Yes,No,No,Excellent,Medium,Left,train
63414,44,Male,5,Media,6145,Fair,High,Average,0,Yes,51,Associate Degree,Married,4,Mid,Medium,61,No,No,Yes,Good,High,Stayed,train
67576,55,Male,10,Education,3709,Good,Very High,High,0,Yes,65,High School,Single,3,Senior,Small,38,No,No,No,Poor,High,Left,train
27136,55,Male,31,Education,5119,Excellent,Very High,Below Average,2,No,6,Bachelor’s Degree,Married,1,Entry,Small,100,No,No,No,Good,Low,Stayed,train
68480,50,Male,33,Healthcare,8968,Poor,High,Average,0,No,51,Bachelor’s Degree,Divorced,3,Mid,Medium,95,No,No,Yes,Good,Low,Left,train
54829,30,Female,11,Technology,7434,Excellent,Very High,Below Average,0,No,47,High School,Divorced,0,Entry,Medium,65,No,No,Yes,Fair,Low,Left,train
22327,39,Female,23,Technology,10423,Fair,Very High,Average,3,Yes,10,Master’s Degree,Divorced,0,Entry,Medium,49,No,No,No,Excellent,Low,Stayed,train
39936,57,Female,21,Education,3173,Poor,Low,Below Average,2,No,23,High School,Married,0,Senior,Medium,86,No,No,No,Poor,Medium,Left,train
58444,57,Female,39,Technology,9914,Good,Very High,Average,0,No,82,Bachelor’s Degree,Divorced,4,Mid,Small,70,No,Yes,No,Good,Low,Left,train
62115,46,Male,15,Education,3912,Good,High,High,0,No,21,Bachelor’s Degree,Married,0,Mid,Large,87,No,No,No,Fair,High,Stayed,train
39348,22,Female,2,Technology,7822,Good,High,Average,0,Yes,47,Associate Degree,Married,2,Mid,Medium,46,No,No,No,Good,Low,Stayed,train
59087,51,Male,39,Media,5524,Fair,High,Average,0,No,68,PhD,Married,1,Mid,Small,53,No,No,No,Fair,Low,Stayed,train
56610,57,Male,4,Technology,7360,Fair,Medium,Average,0,No,99,Associate Degree,Single,0,Mid,Small,58,No,No,No,Good,Medium,Stayed,train
20524,19,Female,3,Education,4029,Fair,Very High,High,2,No,83,Associate Degree,Married,0,Senior,Medium,19,No,No,No,Good,High,Left,train
4448,47,Male,25,Technology,8832,Fair,Medium,Average,0,No,14,Bachelor’s Degree,Married,0,Entry,Medium,81,Yes,No,No,Poor,Medium,Stayed,train
63398,22,Male,13,Healthcare,9414,Good,Very High,Average,2,No,45,High School,Divorced,1,Entry,Large,80,No,No,No,Excellent,Low,Left,train
3861,49,Male,8,Technology,6451,Fair,High,Below Average,0,No,66,Bachelor’s Degree,Married,1,Mid,Medium,58,Yes,No,No,Fair,Low,Stayed,train
70461,27,Male,13,Technology,8766,Fair,Very High,Average,0,No,80,Associate Degree,Single,1,Entry,Medium,71,Yes,No,Yes,Good,Low,Left,train
31858,44,Male,15,Technology,11067,Fair,High,Low,2,No,91,Master’s Degree,Married,1,Mid,Small,33,No,No,No,Excellent,Medium,Left,train
63472,18,Female,7,Media,6292,Poor,High,Average,0,No,26,Master’s Degree,Divorced,0,Senior,Large,59,No,No,No,Good,Medium,Left,train
59744,44,Male,30,Media,5658,Excellent,Very High,Below Average,0,Yes,93,Bachelor’s Degree,Married,4,Entry,Small,33,No,No,No,Poor,Medium,Left,train
54857,35,Male,22,Media,6931,Poor,High,Average,1,No,34,Bachelor’s Degree,Married,3,Entry,Large,46,No,No,No,Poor,High,Left,train
60705,41,Male,10,Media,6021,Good,High,Average,1,No,43,Associate Degree,Divorced,1,Mid,Small,86,No,No,No,Fair,Medium,Stayed,train
16625,23,Male,7,Media,5756,Good,Very High,Average,0,No,61,High School,Married,1,Entry,Medium,35,No,No,No,Excellent,High,Left,train
47202,31,Male,3,Education,3969,Good,Very High,High,0,Yes,96,Bachelor’s Degree,Married,2,Senior,Large,5,No,No,No,Good,Low,Stayed,train
49069,53,Female,4,Technology,9881,Excellent,Low,Below Average,0,No,31,Associate Degree,Married,1,Entry,Small,69,No,No,No,Excellent,Medium,Stayed,train
358,29,Female,18,Technology,11329,Good,Very High,Average,0,No,87,Master’s Degree,Married,1,Mid,Medium,29,No,No,No,Good,High,Left,train
47514,46,Male,3,Education,4206,Good,High,High,0,No,53,Bachelor’s Degree,Divorced,1,Mid,Medium,32,Yes,No,Yes,Poor,Medium,Stayed,train
1298,25,Female,2,Technology,9636,Fair,High,Average,0,No,22,Associate Degree,Single,0,Entry,Small,33,No,No,No,Good,High,Left,train
71373,34,Female,21,Finance,9171,Good,Very High,Below Average,0,Yes,66,Bachelor’s Degree,Single,2,Senior,Large,42,No,No,No,Poor,Medium,Left,train
10805,54,Male,19,Education,4051,Poor,High,Average,0,No,34,Associate Degree,Married,1,Entry,Small,36,No,No,No,Excellent,High,Left,train
57172,23,Female,14,Education,3098,Good,Medium,High,0,Yes,82,High School,Married,2,Mid,Large,18,No,No,No,Poor,Low,Left,train
31312,25,Male,15,Finance,8990,Fair,High,High,1,Yes,64,Bachelor’s Degree,Married,4,Mid,Medium,73,No,No,No,Good,Low,Stayed,train
31865,49,Male,34,Finance,5796,Fair,Very High,High,0,No,86,Master’s Degree,Divorced,1,Senior,Large,63,No,No,No,Good,Low,Stayed,train
25786,35,Female,16,Technology,9720,Good,High,High,1,Yes,11,High School,Single,2,Mid,Large,59,No,No,No,Good,Medium,Left,train
8828,26,Male,13,Technology,9097,Fair,High,Below Average,2,Yes,70,Associate Degree,Married,0,Entry,Medium,17,No,No,No,Poor,Medium,Left,train
52140,50,Male,7,Media,5820,Good,High,Average,1,No,56,Associate Degree,Single,1,Senior,Small,44,Yes,No,No,Fair,Medium,Stayed,train
59835,40,Female,24,Education,4650,Excellent,Low,Average,0,No,90,Associate Degree,Married,0,Mid,Medium,78,No,No,No,Good,Medium,Left,train
56048,42,Female,17,Healthcare,7324,Fair,Low,Average,1,No,59,Bachelor’s Degree,Single,3,Senior,Small,51,No,No,No,Fair,Low,Left,train
14414,36,Female,17,Media,6684,Good,High,Below Average,0,Yes,82,High School,Married,5,Mid,Medium,77,No,No,No,Excellent,High,Stayed,train
61911,40,Male,31,Media,6066,Good,High,Average,2,No,27,Associate Degree,Married,1,Senior,Large,97,No,No,No,Poor,High,Stayed,train
42254,36,Male,6,Education,3877,Good,High,Average,0,No,76,High School,Divorced,4,Entry,Medium,19,No,No,No,Poor,High,Stayed,train
14071,46,Male,32,Technology,9840,Fair,High,Average,2,Yes,25,Master’s Degree,Divorced,4,Entry,Medium,72,No,No,No,Poor,Low,Stayed,train
63137,54,Male,9,Technology,11418,Fair,Medium,Average,1,No,16,Associate Degree,Single,2,Mid,Small,68,No,No,No,Good,Low,Stayed,train
31309,29,Female,8,Media,5789,Poor,Medium,Average,1,Yes,88,Master’s Degree,Single,0,Senior,Medium,55,No,No,No,Good,Medium,Left,train
62077,24,Male,13,Healthcare,8626,Good,High,High,0,No,91,Master’s Degree,Married,2,Mid,Medium,73,No,No,Yes,Good,Very High,Stayed,train
17627,38,Male,25,Finance,4774,Fair,High,Below Average,0,No,35,High School,Married,2,Mid,Medium,35,No,No,No,Fair,Medium,Left,train
70304,37,Male,11,Healthcare,8202,Excellent,High,Average,1,No,88,Bachelor’s Degree,Single,1,Senior,Medium,82,No,No,No,Good,Low,Stayed,train
71041,26,Male,10,Finance,7986,Good,High,Average,0,No,94,Bachelor’s Degree,Single,1,Mid,Medium,62,No,Yes,No,Good,Low,Left,train
71244,48,Male,5,Education,3492,Excellent,Very High,Below Average,1,No,9,Bachelor’s Degree,Single,3,Senior,Small,65,No,No,No,Poor,Low,Stayed,train
70010,29,Male,14,Healthcare,9543,Good,High,Average,0,No,99,High School,Single,2,Senior,Medium,81,No,No,No,Fair,Very High,Left,train
44930,53,Male,11,Healthcare,8686,Good,Very High,Average,0,No,9,Master’s Degree,Single,0,Entry,Medium,61,No,No,Yes,Excellent,Low,Left,train
51178,40,Male,4,Technology,9362,Poor,Medium,Low,0,No,67,Bachelor’s Degree,Single,3,Mid,Large,68,No,No,Yes,Good,Low,Left,train
26115,40,Male,23,Education,4947,Good,High,Below Average,2,Yes,18,Master’s Degree,Married,0,Senior,Medium,98,No,No,No,Good,High,Stayed,train
70433,33,Male,21,Healthcare,8393,Good,High,Average,0,No,96,High School,Single,0,Entry,Medium,28,Yes,No,No,Poor,Very High,Stayed,train
71688,50,Male,13,Healthcare,7133,Fair,High,Below Average,0,No,11,Associate Degree,Single,2,Entry,Small,74,No,No,No,Poor,Low,Left,train
14675,28,Female,11,Technology,8019,Fair,High,Average,4,Yes,44,Master’s Degree,Married,1,Entry,Large,29,No,No,No,Fair,Low,Left,train
50963,24,Male,13,Finance,10015,Fair,Low,Average,0,No,39,Associate Degree,Single,1,Entry,Medium,91,No,No,No,Poor,Low,Left,train
29728,54,Male,31,Education,5393,Poor,High,Average,0,No,64,High School,Married,0,Mid,Medium,76,No,No,No,Excellent,High,Left,train
54037,56,Male,17,Healthcare,7750,Good,Medium,Average,0,Yes,38,Master’s Degree,Single,1,Senior,Medium,71,No,No,No,Poor,Medium,Left,train
11286,18,Male,10,Technology,7978,Good,High,Average,2,No,27,Bachelor’s Degree,Divorced,0,Entry,Small,89,Yes,No,No,Fair,Low,Left,train
36828,59,Male,43,Finance,6655,Excellent,High,Low,0,No,63,Bachelor’s Degree,Married,1,Mid,Small,99,No,No,No,Fair,Low,Stayed,train
24600,30,Female,17,Finance,10344,Excellent,High,Below Average,0,Yes,21,PhD,Single,1,Mid,Large,87,No,No,No,Good,Low,Stayed,train
7740,48,Female,24,Media,6225,Poor,Low,Low,0,No,36,High School,Married,2,Mid,Medium,75,No,No,No,Good,Low,Left,train
74205,42,Male,30,Education,4100,Poor,High,Below Average,3,No,38,Master’s Degree,Married,4,Senior,Medium,64,Yes,Yes,No,Good,Low,Stayed,train
57823,53,Male,28,Education,4898,Excellent,High,Below Average,1,Yes,74,Master’s Degree,Single,4,Senior,Medium,36,No,No,No,Fair,High,Stayed,train
58200,52,Male,36,Finance,6094,Poor,High,Average,0,Yes,98,High School,Married,3,Entry,Medium,53,No,No,No,Poor,Low,Left,train
69203,30,Female,15,Healthcare,6362,Fair,Low,Low,1,No,59,Associate Degree,Married,2,Entry,Medium,45,No,No,Yes,Good,High,Left,train
32163,43,Male,1,Technology,9953,Good,Medium,Average,1,No,2,High School,Married,1,Mid,Medium,79,No,No,No,Good,Low,Stayed,train
8807,27,Female,8,Technology,11569,Good,Medium,High,2,Yes,79,Bachelor’s Degree,Single,1,Entry,Small,39,No,No,Yes,Fair,Low,Left,train
68202,22,Male,5,Education,4742,Good,High,Average,0,Yes,57,Master’s Degree,Single,1,Mid,Medium,63,No,No,No,Good,Medium,Stayed,train
8959,37,Male,14,Technology,8796,Good,High,Low,1,Yes,81,Associate Degree,Married,4,Entry,Small,28,Yes,No,No,Poor,Medium,Stayed,train
57568,55,Female,30,Technology,11035,Fair,High,Below Average,3,Yes,20,Associate Degree,Married,2,Entry,Large,71,Yes,No,No,Fair,Very High,Stayed,train
30,33,Female,9,Media,5094,Fair,High,Below Average,1,No,78,Bachelor’s Degree,Single,5,Entry,Small,11,No,No,No,Good,High,Left,train
52155,56,Female,22,Media,6057,Fair,Medium,Average,0,No,45,Associate Degree,Married,0,Mid,Small,48,Yes,No,No,Good,Low,Stayed,train
63314,22,Female,5,Technology,9613,Excellent,Very High,Below Average,0,Yes,4,Bachelor’s Degree,Married,4,Entry,Medium,33,No,No,No,Good,Medium,Left,train
12471,31,Male,3,Technology,10112,Good,High,Average,0,Yes,16,Bachelor’s Degree,Married,2,Mid,Medium,68,Yes,No,No,Excellent,Low,Stayed,train
48102,33,Female,9,Finance,8343,Excellent,High,Average,1,No,50,Bachelor’s Degree,Married,3,Mid,Small,38,No,No,No,Good,Medium,Stayed,train
11555,41,Male,9,Technology,8181,Good,Very High,Average,2,Yes,16,Bachelor’s Degree,Married,2,Entry,Medium,71,No,No,No,Good,High,Stayed,train
1826,54,Male,35,Healthcare,7925,Good,High,High,0,Yes,81,Associate Degree,Single,3,Mid,Medium,46,Yes,Yes,Yes,Good,Low,Left,train
6033,18,Female,6,Technology,9519,Fair,Medium,High,2,Yes,58,Master’s Degree,Divorced,5,Entry,Medium,32,No,No,No,Poor,Low,Left,train
69822,45,Male,12,Technology,7877,Good,Medium,Below Average,2,Yes,68,Associate Degree,Single,1,Entry,Small,30,No,No,No,Fair,Low,Left,train
24460,21,Male,8,Healthcare,5928,Excellent,Medium,Below Average,0,No,27,Bachelor’s Degree,Married,2,Mid,Medium,85,No,No,No,Fair,Low,Left,train
57612,43,Male,31,Healthcare,5960,Poor,High,High,1,No,65,High School,Married,2,Entry,Medium,57,No,No,No,Fair,Low,Left,train
44629,50,Male,4,Technology,9574,Poor,High,Average,1,Yes,41,Bachelor’s Degree,Single,1,Senior,Small,9,No,No,No,Excellent,Low,Left,train
71958,36,Female,26,Technology,7540,Good,Medium,Average,0,Yes,82,Master’s Degree,Single,1,Entry,Small,79,No,No,No,Poor,Low,Left,train
59710,53,Male,26,Technology,8863,Fair,Very High,Below Average,1,No,40,PhD,Married,0,Mid,Small,33,No,No,No,Excellent,High,Stayed,train
13551,48,Female,33,Education,3850,Excellent,Medium,Average,2,No,70,Bachelor’s Degree,Married,1,Entry,Medium,110,No,No,No,Poor,High,Stayed,train
39607,27,Male,8,Finance,12392,Good,High,Average,1,Yes,6,Master’s Degree,Single,1,Senior,Medium,33,No,No,No,Poor,High,Left,train
19029,23,Male,13,Healthcare,6159,Excellent,Low,Average,1,No,52,Master’s Degree,Single,0,Mid,Medium,47,No,No,No,Fair,Medium,Stayed,train
66144,41,Male,1,Media,6728,Excellent,Very High,High,2,No,38,Bachelor’s Degree,Married,0,Entry,Small,9,No,No,No,Good,High,Stayed,train
69053,32,Male,22,Education,5064,Excellent,Low,Average,1,No,54,Master’s Degree,Married,1,Senior,Small,62,No,No,No,Fair,Low,Stayed,train
1870,39,Female,1,Healthcare,7930,Fair,Very High,Low,0,No,38,Bachelor’s Degree,Divorced,1,Entry,Large,72,No,Yes,No,Poor,Very High,Left,train
70014,58,Male,22,Finance,5642,Poor,High,Average,2,No,88,Master’s Degree,Single,2,Senior,Small,83,No,No,No,Good,Low,Stayed,train
60402,35,Male,17,Finance,9762,Fair,Very High,Average,0,Yes,36,Bachelor’s Degree,Single,4,Senior,Small,28,No,No,No,Excellent,High,Left,train
14960,31,Male,21,Technology,8947,Good,Very High,Average,0,No,62,Master’s Degree,Single,1,Mid,Medium,43,No,No,No,Good,High,Left,train
68065,37,Male,20,Media,6653,Fair,Medium,High,0,No,21,Master’s Degree,Single,3,Entry,Large,95,No,No,No,Good,Low,Stayed,train
17345,25,Female,7,Finance,8380,Good,Very High,Average,2,No,37,Bachelor’s Degree,Single,1,Mid,Large,44,Yes,Yes,No,Good,Medium,Left,train
985,21,Male,10,Media,6548,Excellent,High,High,0,No,73,PhD,Single,2,Mid,Large,53,No,No,No,Fair,Low,Stayed,train
490,26,Male,3,Technology,8312,Excellent,Low,Below Average,0,Yes,66,Bachelor’s Degree,Married,1,Entry,Medium,8,No,No,No,Excellent,Very High,Left,train
59335,52,Male,39,Finance,8023,Fair,High,Average,1,No,57,Bachelor’s Degree,Single,1,Mid,Large,47,No,No,No,Poor,Medium,Left,train
71081,44,Male,9,Technology,7537,Good,Very High,Average,0,No,7,Associate Degree,Single,4,Entry,Medium,80,No,No,No,Poor,Very High,Left,train
23108,26,Female,16,Finance,7135,Fair,High,Below Average,1,No,44,Bachelor’s Degree,Divorced,3,Entry,Medium,31,No,No,No,Good,Low,Left,train
17302,27,Female,5,Healthcare,7898,Fair,High,Below Average,0,No,65,Master’s Degree,Single,0,Senior,Medium,69,Yes,No,No,Poor,Low,Left,train
16839,32,Female,17,Technology,7837,Fair,High,Average,0,Yes,3,Associate Degree,Single,3,Mid,Small,80,No,No,No,Good,High,Stayed,train
42661,23,Male,13,Healthcare,7635,Good,High,Average,2,No,93,PhD,Married,4,Mid,Small,17,No,Yes,No,Poor,Medium,Stayed,train
4123,45,Female,11,Finance,6652,Excellent,Very High,Below Average,1,Yes,68,Bachelor’s Degree,Married,4,Mid,Medium,59,No,No,No,Excellent,Low,Left,train
7586,23,Female,13,Finance,10034,Excellent,High,High,0,No,50,Master’s Degree,Single,0,Senior,Medium,55,No,No,Yes,Fair,Low,Stayed,train
36482,46,Male,32,Technology,10720,Fair,Medium,High,0,Yes,49,High School,Married,0,Entry,Medium,82,No,No,No,Good,Low,Stayed,train
42987,50,Male,24,Finance,4340,Excellent,Very High,Average,1,Yes,70,Associate Degree,Single,1,Entry,Medium,27,No,No,No,Good,Low,Left,train
46970,38,Female,12,Education,3058,Fair,High,Average,3,No,70,Associate Degree,Single,1,Mid,Medium,71,No,No,No,Good,Medium,Stayed,train
45641,22,Male,5,Education,4121,Good,Medium,Below Average,0,Yes,76,High School,Single,0,Mid,Medium,71,No,No,No,Good,Medium,Left,train
30332,19,Male,3,Technology,8380,Fair,Low,Below Average,1,No,26,Bachelor’s Degree,Married,0,Mid,Large,48,No,No,No,Good,Low,Left,train
46296,20,Male,5,Media,5919,Good,Medium,Average,2,No,85,High School,Married,2,Entry,Large,11,No,No,No,Fair,Low,Left,train
70993,45,Male,22,Healthcare,7801,Poor,High,High,2,Yes,74,High School,Single,3,Entry,Small,97,No,No,Yes,Excellent,Medium,Left,train
8159,26,Female,5,Finance,8202,Good,Medium,Average,0,Yes,36,Master’s Degree,Married,3,Senior,Medium,47,No,No,No,Excellent,Medium,Stayed,train
18774,41,Female,19,Finance,7839,Excellent,High,Average,1,No,71,Associate Degree,Divorced,3,Mid,Small,25,No,No,No,Fair,Medium,Stayed,train
45348,30,Male,2,Technology,8872,Good,High,High,0,Yes,14,High School,Married,4,Senior,Large,75,No,No,No,Good,Low,Stayed,train
3555,30,Male,8,Media,7371,Good,High,High,0,No,81,Associate Degree,Single,0,Entry,Large,87,No,No,No,Good,Medium,Left,train
40834,49,Male,28,Media,5648,Fair,Very High,Average,0,Yes,87,Master’s Degree,Single,1,Senior,Medium,105,Yes,Yes,No,Fair,High,Stayed,train
35750,49,Male,28,Healthcare,8127,Fair,High,High,1,Yes,2,Bachelor’s Degree,Married,1,Senior,Medium,77,No,No,No,Good,High,Stayed,train
44163,39,Female,5,Healthcare,7923,Good,High,Average,2,No,45,Bachelor’s Degree,Single,0,Mid,Small,79,No,No,No,Excellent,Medium,Left,train
13784,47,Male,21,Healthcare,7865,Excellent,Medium,Average,2,No,1,Bachelor’s Degree,Single,0,Entry,Small,39,Yes,No,No,Fair,Medium,Stayed,train
30836,30,Female,7,Healthcare,5686,Poor,Medium,Average,0,Yes,84,High School,Married,0,Entry,Large,59,No,No,Yes,Fair,High,Left,train
22075,47,Male,17,Education,3749,Good,Medium,Average,1,No,23,High School,Single,0,Entry,Small,82,No,No,No,Good,Low,Left,train
15363,20,Female,5,Education,4472,Good,Medium,Average,3,No,63,Associate Degree,Divorced,0,Entry,Small,69,No,No,No,Good,Low,Left,train
43802,38,Male,25,Technology,12087,Excellent,High,Average,0,No,45,Associate Degree,Married,0,Senior,Medium,89,Yes,No,No,Good,Medium,Stayed,train
60596,18,Female,9,Technology,8026,Fair,High,Average,3,No,62,Bachelor’s Degree,Married,3,Entry,Large,66,Yes,No,Yes,Excellent,Low,Stayed,train
46728,45,Female,17,Media,5863,Good,Medium,Average,0,No,92,Bachelor’s Degree,Married,1,Entry,Small,24,No,No,No,Good,Medium,Left,train
67048,38,Male,24,Technology,8753,Fair,Medium,High,0,No,97,High School,Married,2,Mid,Large,58,No,No,No,Fair,Very High,Stayed,train
59025,32,Female,22,Technology,10736,Fair,Medium,Average,1,No,65,High School,Single,0,Entry,Small,61,No,No,No,Fair,Low,Left,train
72927,29,Male,18,Media,6847,Good,Medium,Average,2,Yes,85,Master’s Degree,Single,4,Entry,Large,81,No,No,Yes,Excellent,Medium,Left,train
58680,36,Female,28,Finance,9129,Good,Very High,High,1,No,88,High School,Divorced,3,Senior,Medium,102,No,No,No,Good,Low,Left,train
31984,46,Male,1,Technology,7354,Fair,Low,Average,0,No,81,Bachelor’s Degree,Single,0,Entry,Small,25,No,No,No,Poor,Low,Left,train
40567,20,Male,3,Healthcare,7323,Fair,Medium,Average,0,No,11,Associate Degree,Married,2,Mid,Medium,20,Yes,No,No,Poor,High,Stayed,train
13911,41,Male,26,Media,6700,Good,Medium,Below Average,1,No,47,Bachelor’s Degree,Single,0,Mid,Large,79,No,No,No,Fair,Medium,Stayed,train
5290,47,Male,16,Healthcare,7187,Fair,Very High,Average,0,No,40,High School,Married,1,Mid,Small,55,No,No,No,Good,Low,Left,train
7883,50,Male,28,Technology,9402,Good,Very High,Below Average,0,No,79,PhD,Single,1,Mid,Small,74,No,No,No,Good,Low,Left,train
63778,20,Female,1,Education,3375,Excellent,Low,Average,0,No,97,PhD,Married,0,Mid,Medium,58,No,No,No,Poor,Low,Stayed,train
48267,20,Female,9,Technology,8070,Excellent,Very High,High,2,No,45,Associate Degree,Married,0,Mid,Small,10,No,No,No,Good,High,Left,train
74020,49,Female,10,Media,5892,Fair,High,Average,1,Yes,92,Master’s Degree,Divorced,0,Mid,Small,28,No,No,Yes,Poor,Medium,Left,train
44391,34,Female,9,Technology,5546,Excellent,High,Average,1,Yes,35,High School,Married,4,Entry,Small,14,No,No,No,Good,Low,Stayed,train
58180,41,Male,20,Technology,8234,Good,Very High,Below Average,1,No,84,PhD,Married,0,Entry,Medium,54,No,No,No,Fair,Low,Left,train
11118,51,Male,29,Healthcare,8216,Good,High,Average,2,Yes,20,Associate Degree,Single,3,Entry,Medium,62,No,No,Yes,Good,Low,Left,train
21579,31,Female,20,Technology,8231,Good,Very High,Average,3,No,91,Bachelor’s Degree,Divorced,3,Senior,Medium,90,No,No,No,Poor,High,Stayed,train
20442,19,Female,5,Finance,4797,Fair,High,Average,0,No,30,PhD,Single,2,Entry,Medium,76,No,No,No,Good,High,Left,train
19808,27,Female,6,Finance,8012,Fair,Very High,Average,0,Yes,25,Associate Degree,Married,1,Senior,Medium,45,No,No,No,Good,Low,Left,train
20576,36,Male,28,Technology,10535,Poor,Low,Below Average,0,Yes,26,Associate Degree,Married,3,Entry,Medium,37,No,Yes,No,Good,Low,Left,train
64375,41,Male,1,Technology,7860,Poor,High,Average,0,No,96,Associate Degree,Single,0,Entry,Large,69,No,No,No,Poor,Low,Left,train
